#name	label	class	CHG	CpG5	CpG3	maxExpr	nSamples	WGA	allData	noExpr	noMeth	noWGA
Sb03g000870	synteny	high	1	1	1	2	0	0.999049	functional	functional	functional	functional
Sb03g000850	synteny	high	1	1	1	5	4	0.964489	functional	functional	functional	functional
Sb03g000860	synteny	high	1	1	0.45	3	1	0.103858	functional	functional	functional	functional
Sb03g000830	synteny	high	1	1	1	2	0	0.973923	functional	functional	functional	functional
Sb03g000835	synteny	high	0.457542	0	1	3	7	0.496503	functional	functional	functional	functional
Sb03g000820	synteny	high	1	0.4	0	4	8	0.977752	functional	functional	functional	functional
Sb03g000810	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g000800	synteny	high	1	1	1	4	12	0.958454	functional	functional	functional	functional
Sb03g000790	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g000784	synteny	high	1	0	1	5	12	0	functional	functional	functional	functional
Sb03g000782	synteny	high	1	0	0	5	12	0	functional	functional	functional	functional
Sb03g000770	synteny	high	1	1	1	1	0	0.720126	functional	functional	functional	functional
Sb03g000760	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g000750	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g000740	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g000730	synteny	high	1	1	1	4	8	0.965302	functional	functional	functional	functional
Sb03g000720	synteny	high	1	1	1	1	0	0.929544	functional	functional	functional	functional
Sb03g000700	synteny	high	1	1	1	5	9	1	functional	functional	functional	functional
Sb03g000710	synteny	high	1	0.83	1	4	12	0.908427	functional	functional	functional	functional
Sb03g000690	synteny	high	1	1	1	4	2	1	functional	functional	functional	functional
Sb03g000680	synteny	high	1	0	0	2	0	1	functional	functional	functional	functional
Sb03g000670	synteny	high	1	1	0.11	4	5	0.933071	functional	functional	functional	functional
Sb03g000666	synteny	high	1	1	0	3	3	1	functional	functional	functional	functional
Sb03g000663	synteny	high	1	0	0.25	3	2	1	functional	functional	functional	functional
Sb03g000650	synteny	high	1	1	1	2	0	0.805714	functional	functional	functional	functional
Sb03g000660	synteny	high	1	1	1	1	0	0.99944	functional	functional	functional	functional
Sb03g000640	synteny	high	1	1	1	5	12	0.998152	functional	functional	functional	functional
Sb03g000620	synteny	high	1	1	1	5	5	0.806906	functional	functional	functional	functional
Sb03g000630	synteny	high	1	1	1	5	6	1	functional	functional	functional	functional
Sb03g000600	synteny	high	1	0.99	0	3	4	0.950904	functional	functional	non	functional
Sb03g000590	synteny	high	1	0.15	1	5	12	0.966701	functional	functional	functional	functional
Sb03g000580	synteny	high	1	0.42	0	2	0	1	functional	functional	functional	functional
Sb03g000570	synteny	high	1	0	1	3	8	1	functional	functional	functional	functional
Sb03g000560	synteny	high	1	1	0.29	4	12	0.974693	functional	functional	functional	functional
Sb03g000540	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g000550	synteny	high	1	1	1	3	4	0.947686	functional	functional	functional	functional
Sb03g000530	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g000520	synteny	high	1	1	1	2	0	0	functional	functional	functional	functional
Sb03g000510	synteny	high	1	1	0	4	5	1	functional	functional	functional	functional
Sb03g000490	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g000460	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g000470	synteny	high	1	1	1	3	2	0.714921	functional	functional	functional	functional
Sb03g000480	synteny	high	1	1	0.7	4	8	1	functional	functional	functional	functional
Sb03g000440	synteny	high	1	1	0.78	5	12	1	functional	functional	functional	functional
Sb03g000450	synteny	high	1	1	1	5	7	1	functional	functional	functional	functional
Sb03g000410	synteny	high	1	1	1	4	6	0.869891	functional	functional	functional	functional
Sb03g000420	synteny	high	1	1	0	4	10	1	functional	functional	functional	functional
Sb03g000430	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g000400	synteny	high	1	1	1	3	6	1	functional	functional	functional	functional
Sb03g000380	synteny	high	1	1	1	4	12	0.946055	functional	functional	functional	functional
Sb03g000370	synteny	high	1	1	1	5	8	0.991794	functional	functional	functional	functional
Sb03g000350	synteny	high	1	1	1	4	11	0.913295	functional	functional	functional	functional
Sb03g000340	synteny	high	1	1	1	1	0	0.930988	functional	functional	functional	functional
Sb03g000345	synteny	high	1	1	1	1	0	0.869781	functional	functional	functional	functional
Sb03g000300	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g000310	synteny	high	1	1	1	4	8	0.989621	functional	functional	functional	functional
Sb03g000320	synteny	high	1	1	1	2	0	0.843195	functional	functional	functional	functional
Sb03g000280	synteny	high	1	1	0	5	12	0.87376	functional	functional	functional	functional
Sb03g000290	synteny	high	1	1	1	3	2	0.916804	functional	functional	functional	functional
Sb03g000260	synteny	high	1	1	0	3	2	1	functional	functional	functional	functional
Sb03g000270	synteny	high	1	1	1	4	3	0.870445	functional	functional	functional	functional
Sb03g000250	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g000240	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g000230	synteny	high	1	1	1	2	0	0.726496	functional	functional	functional	functional
Sb03g000220	synteny	high	1	1	1	2	0	0.994371	functional	functional	functional	functional
Sb03g000210	synteny	high	1	1	1	2	0	0.670799	functional	functional	functional	functional
Sb03g000200	synteny	high	1	1	1	4	4	0.994859	functional	functional	functional	functional
Sb02g044090	synteny	high	1	0.17	1	3	4	0.281892	functional	functional	functional	functional
Sb02g044070	synteny	high	1	1	1	4	12	0.988111	functional	functional	functional	functional
Sb02g044055	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g044060	synteny	high	1	1	0.39	5	12	1	functional	functional	functional	functional
Sb02g044040	synteny	high	1	0.96	0.07	4	4	1	functional	functional	functional	functional
Sb02g044020	synteny	high	0.637608	1	0	3	1	0.572225	functional	functional	functional	functional
Sb02g044010	synteny	high	1	1	1	4	9	0.882637	functional	functional	functional	functional
Sb02g044000	synteny	high	1	1	1	4	8	0.953362	functional	functional	functional	functional
Sb02g043980	synteny	high	1	1	1	5	4	0.990644	functional	functional	functional	functional
Sb02g043970	synteny	high	1	1	1	4	11	0.984273	functional	functional	functional	functional
Sb02g043960	synteny	high	0.988142	1	1	1	0	1	functional	functional	functional	functional
Sb02g043950	synteny	high	1	1	1	3	4	0.860556	functional	functional	functional	functional
Sb02g043940	synteny	high	1	1	1	5	10	0.971157	non	non	non	non
Sb02g043920	synteny	high	1	1	0	3	3	1	functional	functional	functional	functional
Sb02g043900	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043890	synteny	high	1	1	0	3	10	0.8348	functional	functional	functional	functional
Sb02g043895	synteny	high	1	0	1	3	11	0.935252	functional	functional	functional	functional
Sb02g043880	synteny	high	1	1	1	4	11	1	functional	functional	functional	functional
Sb02g043870	synteny	high	1	0	1	3	2	1	functional	functional	functional	functional
Sb02g043850	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043860	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043840	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g043820	synteny	high	1	1	1	5	9	0.612183	functional	functional	functional	functional
Sb02g043823	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043810	synteny	high	1	1	1	2	0	0.988204	functional	functional	functional	functional
Sb02g043780	synteny	high	1	1	1	5	1	1	functional	functional	functional	functional
Sb02g043770	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043755	synteny	high	1	1	1	4	2	1	functional	functional	functional	functional
Sb02g043760	synteny	high	1	1	0	4	12	1	functional	functional	functional	functional
Sb02g043750	synteny	high	1	0	1	2	0	1	functional	functional	functional	functional
Sb02g043740	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043690	synteny	high	1	0.78	1	4	7	1	functional	functional	functional	functional
Sb02g043670	synteny	high	1	1	1	5	9	0.952866	functional	functional	functional	functional
Sb02g043660	synteny	high	1	1	1	5	12	0.989144	functional	functional	functional	functional
Sb02g043640	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb02g043620	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb02g043600	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043590	synteny	high	1	0.07	0.98	2	0	1	functional	functional	functional	functional
Sb02g043575	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043580	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb02g043570	synteny	high	1	1	1	4	3	0.853862	functional	functional	functional	functional
Sb02g043560	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb02g043550	synteny	high	1	1	1	2	0	0.998371	functional	functional	functional	functional
Sb02g043530	synteny	high	1	1	1	3	4	0.926784	functional	functional	functional	functional
Sb02g043520	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb02g043510	synteny	high	1	1	1	5	12	0.965605	functional	functional	functional	functional
Sb02g043500	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb02g043490	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g043480	synteny	high	1	1	0	5	12	0.982838	functional	functional	functional	functional
Sb02g043450	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb02g043430	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb02g043420	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb02g043400	synteny	high	1	1	1	1	0	0.985871	functional	functional	functional	functional
Sb02g043410	synteny	high	1	1	1	2	0	0.911144	functional	functional	non	functional
Sb02g043375	synteny	high	1	0	0	5	4	0	functional	functional	functional	functional
Sb02g043370	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb02g043350	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043333	synteny	high	1	0	0	4	4	1	functional	functional	functional	functional
Sb02g043336	synteny	high	1	1	0	4	3	0.997033	functional	functional	functional	functional
Sb02g043340	synteny	high	1	1	1	2	0	0.911494	functional	functional	functional	functional
Sb02g043330	synteny	high	1	0	1	4	3	1	functional	functional	functional	functional
Sb02g043320	synteny	high	1	1	1	2	0	0.92568	functional	functional	functional	functional
Sb02g043310	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb02g043300	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb02g043270	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb02g043280	synteny	high	1	1	1	4	7	0.914459	functional	functional	functional	functional
Sb02g043260	synteny	high	1	1	1	5	9	0.879443	non	non	functional	non
Sb02g043220	synteny	high	1	1	1	5	7	0.974623	non	non	non	non
Sb02g043230	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g043210	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043200	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb02g043180	synteny	high	1	1	1	4	11	1	functional	functional	non	functional
Sb02g043190	synteny	high	1	1	0	3	1	1	functional	functional	functional	functional
Sb02g043175	synteny	high	0.978559	1	1	3	2	0.963979	functional	functional	functional	functional
Sb02g043170	synteny	high	1	1	1	3	7	1	functional	functional	functional	functional
Sb02g043160	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb02g043140	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb02g043150	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb02g043120	synteny	high	1	1	1	1	0	0.927847	functional	functional	functional	functional
Sb02g043130	synteny	high	1	1	1	3	1	0.84522	functional	functional	functional	functional
Sb02g043090	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g043080	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g043070	synteny	high	1	1	0.1	3	4	0.961519	functional	functional	functional	functional
Sb02g043060	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb02g043040	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g043020	synteny	high	1	1	1	5	12	1	non	non	functional	non
Sb02g043030	synteny	high	1	1	1	2	0	0.992532	functional	functional	functional	functional
Sb02g043010	synteny	high	1	1	1	4	1	0.974492	functional	functional	functional	functional
Sb02g043000	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb02g042990	synteny	high	1	1	0.16	3	3	1	functional	functional	functional	functional
Sb02g042970	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb02g042960	synteny	high	1	1	1	5	12	0.996635	functional	functional	functional	functional
Sb02g042950	synteny	high	1	1	1	2	0	0.89834	functional	functional	functional	functional
Sb02g042940	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g042930	synteny	high	1	1	1	4	9	0.999578	functional	functional	functional	functional
Sb02g042920	synteny	high	1	1	1	5	12	0.966593	functional	functional	functional	functional
Sb02g042910	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb02g042900	synteny	high	1	1	0	4	2	0.987896	functional	functional	functional	functional
Sb02g042880	synteny	high	1	1	1	4	2	1	functional	functional	functional	functional
Sb02g042870	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g042855	synteny	high	1	1	1	1	0	0.941176	functional	functional	functional	functional
Sb02g042860	synteny	high	1	1	1	5	6	0.940416	functional	functional	functional	functional
Sb02g042850	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g042840	synteny	high	1	1	1	5	2	0.95952	functional	functional	functional	functional
Sb02g042810	synteny	high	1	1	1	3	2	0.935167	functional	functional	functional	functional
Sb02g042790	synteny	high	1	1	1	2	0	0.891578	non	non	non	non
Sb02g042780	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb02g042770	synteny	high	1	0	1	4	12	0.797548	functional	functional	functional	functional
Sb02g042750	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g042760	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb02g042730	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb02g042740	synteny	high	1	1	1	3	3	0.927039	functional	functional	functional	functional
Sb02g042710	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g042720	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb02g042700	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb02g042680	synteny	high	1	1	1	5	7	0.996599	functional	functional	functional	functional
Sb02g042690	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
